Name,Finder URL,Type,Investment Stage,Investments,IL investments in past 2Y,Managed Assets,Investment Range
="BigIL",="https://finder.startupnationcentral.org/investor_page/bigil",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="BIOLIGHT Life Sciences",="https://finder.startupnationcentral.org/investor_page/biolight-life-sciences",="VC and Private Equity",="",="9",="0",="",="Undisclosed",
="BioMeat Foodtech",="https://finder.startupnationcentral.org/investor_page/biomeat",="VC and Private Equity",="",="8",="0",="$8M",="Undisclosed",
="Biosphere Capital Ventures",="https://finder.startupnationcentral.org/investor_page/biosphere-capital-ventures",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
="Blackbird Ventures",="https://finder.startupnationcentral.org/investor_page/blackbird-ventures",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Blackstone",="https://finder.startupnationcentral.org/investor_page/blackstone",="VC and Private Equity",="",="11",="1",="$649B",="Undisclosed",
="BlueRed Partners",="https://finder.startupnationcentral.org/investor_page/bluered-partners",="VC and Private Equity",="",="11",="0",="$100M",="3M - 7M",
="BlueRun Ventures",="https://finder.startupnationcentral.org/investor_page/bluerun-ventures",="VC and Private Equity",="",="13",="0",="",="Undisclosed",
="Booster Ventures",="https://finder.startupnationcentral.org/investor_page/booster-ventures",="VC and Private Equity",="",="6",="1",="",="Undisclosed",
="Boresight Capital",="https://finder.startupnationcentral.org/investor_page/boresight-capital",="VC and Private Equity",="",="3",="0",="",="Undisclosed",
="Bridges Israel",="https://finder.startupnationcentral.org/investor_page/bridges-israel1",="VC and Private Equity",="",="18",="2",="$77M",="1M - 7M",
="Brinc",="https://finder.startupnationcentral.org/investor_page/brinc",="VC and Private Equity",="",="4",="0",="",="Undisclosed",
="Bucketlist",="https://finder.startupnationcentral.org/investor_page/bucketlist",="VC and Private Equity",="",="0",="0",="",="Undisclosed",
="Built-in Tech",="https://finder.startupnationcentral.org/investor_page/built-in-tech",="VC and Private Equity",="",="0",="0",="",="Undisclosed",
="BuiltUp Ventures (BUV)",="https://finder.startupnationcentral.org/investor_page/builtup-ventures-buv",="VC and Private Equity",="",="13",="1",="$20M",="500K - 2M",
="Cactus Capital",="https://finder.startupnationcentral.org/investor_page/cactus-capital",="VC and Private Equity",="",="15",="0",="",="Undisclosed",
="Capital Nature",="https://finder.startupnationcentral.org/investor_page/capital-nature",="VC and Private Equity",="",="32",="1",="$50M",="300K - 2.5M",
="Capital Point",="https://finder.startupnationcentral.org/investor_page/capital-point",="VC and Private Equity",="",="13",="0",="",="100K - 10M",
="Capri Ventures",="https://finder.startupnationcentral.org/investor_page/capri-ventures",="VC and Private Equity",="",="16",="2",="",="2M - 4M",
="Carmel Innovation Fund",="https://finder.startupnationcentral.org/investor_page/carmel-innovation-fund",="VC and Private Equity",="",="7",="0",="",="500K - Undisclosed",
="Cedar Fund",="https://finder.startupnationcentral.org/investor_page/cedar-fund",="VC and Private Equity",="",="54",="0",="$325M",="Undisclosed",
="Celesta Capital",="https://finder.startupnationcentral.org/investor_page/wrvi-capital",="VC and Private Equity",="",="9",="0",="$729M",="Undisclosed",
="Circles of Dialogue",="https://finder.startupnationcentral.org/investor_page/circles-of-dialogue",="VC and Private Equity",="",="0",="0",="",="Undisclosed",
="Citrine S A L",="https://finder.startupnationcentral.org/investor_page/citrine",="VC and Private Equity",="",="4",="0",="$300M",="Undisclosed",
="Claridge Israel",="https://finder.startupnationcentral.org/investor_page/claridge",="VC and Private Equity",="",="13",="0",="",="10M - 40M",
="Clarity Capital",="https://finder.startupnationcentral.org/investor_page/claritytech",="VC and Private Equity",="",="0",="0",="$10M",="1M - Undisclosed",
="Clean Value Ventures",="https://finder.startupnationcentral.org/investor_page/clean-value-ventures",="VC and Private Equity",="",="3",="0",="",="1M - 5M",
="Clear Future",="https://finder.startupnationcentral.org/investor_page/clear-future",="VC and Private Equity",="",="20",="0",="$30M",="Undisclosed",
="Closed Loop Partners",="https://finder.startupnationcentral.org/investor_page/closed-loop-partners",="VC and Private Equity",="",="6",="1",="",="Undisclosed",
="Collider Ventures",="https://finder.startupnationcentral.org/investor_page/collider-ventures",="VC and Private Equity",="",="13",="1",="$200M",="Undisclosed",
="Compass Ventures Group",="https://finder.startupnationcentral.org/investor_page/compass-ventures",="VC and Private Equity",="",="1",="0",="$600M",="Undisclosed",
="Connecticut Innovations",="https://finder.startupnationcentral.org/investor_page/connecticut-innovations",="VC and Private Equity",="",="18",="1",="",="Undisclosed",
="Connetic Ventures",="https://finder.startupnationcentral.org/investor_page/connetic-ventures",="VC and Private Equity",="",="3",="0",="$25M",="50K - 1M",
="Contrarian Ventures",="https://finder.startupnationcentral.org/investor_page/contrarian-ventures",="VC and Private Equity",="",="3",="0",="",="50K - 500K",
="Copia Agro & Food",="https://finder.startupnationcentral.org/investor_page/copia",="VC and Private Equity",="",="15",="4",="$27M",="Undisclosed",
="Coral Group",="https://finder.startupnationcentral.org/investor_page/coral-group",="VC and Private Equity",="",="3",="0",="",="3M - Undisclosed",
="Cornerstone Venture Partners",="https://finder.startupnationcentral.org/investor_page/cornerstone-venture-partners",="VC and Private Equity",="",="16",="0",="",="500K - 2.5M",
="Corundum Open Innovation",="https://finder.startupnationcentral.org/investor_page/corundum-open-innovation",="VC and Private Equity",="",="5",="0",="",="Undisclosed",
="CPT Capital",="https://finder.startupnationcentral.org/investor_page/cpt-capital",="VC and Private Equity",="",="14",="2",="",="Undisclosed",
="Crescendo Venture Partners",="https://finder.startupnationcentral.org/investor_page/crescendo-venture-partners",="VC and Private Equity",="",="17",="5",="",="Undisclosed",
="Crossroad Venture Capital Fund",="https://finder.startupnationcentral.org/investor_page/crossroad-venture-capital-fund",="VC and Private Equity",="",="8",="0",="",="Undisclosed",
="Cyhawk Ventures",="https://finder.startupnationcentral.org/investor_page/cyhawk-ventures",="VC and Private Equity",="",="10",="0",="",="1.5M - 3.5M",
="Cyrus Venture Partners",="https://finder.startupnationcentral.org/investor_page/cyrus-angel-fund",="VC and Private Equity",="",="14",="0",="",="100K - 500K",
="Darkmode Ventures",="https://finder.startupnationcentral.org/investor_page/darkmode-ventures",="VC and Private Equity",="",="1",="1",="",="100K - 200K",
="Decama Capital",="https://finder.startupnationcentral.org/investor_page/decama-capital",="VC and Private Equity",="",="1",="0",="",="Undisclosed",
="Delta-v Capital",="https://finder.startupnationcentral.org/investor_page/delta-v-capital",="VC and Private Equity",="",="3",="1",="$1.1B",="Undisclosed",
="Differential Ventures",="https://finder.startupnationcentral.org/investor_page/differential-ventures",="VC and Private Equity",="",="10",="0",="$80M",="250K - 1M",
="Direct Round",="https://finder.startupnationcentral.org/investor_page/direct-round",="VC and Private Equity",="",="5",="1",="",="Undisclosed",
="Disrupt-ive",="https://finder.startupnationcentral.org/investor_page/disrupt-ive",="VC and Private Equity",="",="22",="0",="",="1M - 2M",
="Docor International Management",="https://finder.startupnationcentral.org/investor_page/docor",="VC and Private Equity",="",="41",="0",="",="Undisclosed",
